section,name,value
param,ma.L1,-0.3794216177991956
param,ma.L2,0.17280029571525324
param,ma.S.L12,-0.2860527069819661
param,sigma2,14.536635168542492
lb_raw,lag_12_p,0.42348523946161193
lb_raw,lag_24_p,0.24684765508368067
lb_raw,lag_36_p,0.3693269108891045
lb_model_df3,lag_12_p,0.19799589203814058
lb_model_df3,lag_24_p,0.13135533252614026
lb_model_df3,lag_36_p,0.24460437461741377
